id,emotion,usage
6783,4,Training
6784,3,Training
6785,3,Training
6786,6,Training
6787,4,Training
6788,3,Training
6789,4,Training
6790,0,Training
6791,6,Training
6792,5,Training
6793,3,Training
6794,3,Training
6795,4,Training
6796,3,Training
6797,5,Training
6798,5,Training
6799,4,Training
6800,5,Training
6801,6,Training
6802,2,Training
6803,2,Training
6804,2,Training
6805,3,Training
6806,6,Training
6807,6,Training
6808,4,Training
6809,2,Training
6810,0,Training
6811,6,Training
6812,3,Training
6813,0,Training
6814,6,Training
6815,2,Training
6816,3,Training
6817,4,Training
6818,4,Training
6819,3,Training
6820,2,Training
6821,2,Training
6822,2,Training
6823,2,Training
6824,3,Training
6825,4,Training
6826,6,Training
6827,6,Training
6828,4,Training
6829,2,Training
6830,3,Training
6831,2,Training
6832,3,Training
6833,4,Training
6834,4,Training
6835,5,Training
6836,3,Training
6837,6,Training
6838,5,Training
6839,6,Training
6840,3,Training
6841,2,Training
6842,3,Training
6843,6,Training
6844,3,Training
6845,3,Training
6846,2,Training
6847,2,Training
6848,5,Training
6849,2,Training
6850,3,Training
6851,2,Training
6852,4,Training
6853,2,Training
6854,0,Training
6855,2,Training
6856,3,Training
6857,4,Training
6858,6,Training
6859,4,Training
6860,6,Training
6861,4,Training
6862,4,Training
6863,6,Training
6864,2,Training
6865,3,Training
6866,3,Training
6867,4,Training
6868,1,Training
6869,4,Training
6870,6,Training
6871,2,Training
6872,4,Training
6873,3,Training
6874,6,Training
6875,2,Training
6876,3,Training
6877,2,Training
6878,5,Training
6879,1,Training
6880,3,Training
6881,3,Training
6882,2,Training
6883,3,Training
6884,2,Training
6885,4,Training
6886,3,Training
6887,4,Training
6888,5,Training
6889,6,Training
6890,0,Training
6891,0,Training
6892,6,Training
6893,6,Training
6894,2,Training
6895,3,Training
6896,3,Training
6897,4,Training
6898,4,Training
6899,0,Training
6900,3,Training
6901,2,Training
6902,4,Training
6903,2,Training
6904,6,Training
6905,4,Training
6906,3,Training
6907,3,Training
6908,0,Training
6909,3,Training
6910,2,Training
6911,2,Training
6912,6,Training
6913,0,Training
6914,4,Training
6915,3,Training
6916,4,Training
6917,3,Training
6918,3,Training
6919,0,Training
6920,0,Training
6921,6,Training
6922,4,Training
6923,4,Training
6924,0,Training
6925,6,Training
6926,6,Training
6927,1,Training
6928,0,Training
6929,3,Training
6930,0,Training
6931,4,Training
6932,4,Training
6933,6,Training
6934,3,Training
6935,6,Training
6936,3,Training
6937,5,Training
6938,4,Training
6939,2,Training
6940,4,Training
6941,0,Training
6942,3,Training
6943,5,Training
6944,2,Training
6945,0,Training
6946,5,Training
6947,2,Training
6948,3,Training
6949,0,Training
6950,6,Training
6951,6,Training
6952,3,Training
6953,0,Training
6954,6,Training
6955,4,Training
6956,0,Training
6957,6,Training
6958,4,Training
6959,4,Training
6960,0,Training
6961,4,Training
6962,3,Training
6963,2,Training
6964,5,Training
6965,4,Training
6966,0,Training
6967,5,Training
6968,6,Training
6969,4,Training
6970,6,Training
6971,4,Training
6972,6,Training
6973,6,Training
6974,2,Training
6975,6,Training
6976,3,Training
6977,3,Training
6978,3,Training
6979,4,Training
6980,3,Training
6981,2,Training
6982,6,Training
6983,3,Training
6984,6,Training
6985,4,Training
6986,3,Training
6987,3,Training
6988,2,Training
6989,2,Training
6990,3,Training
6991,3,Training
6992,2,Training
6993,4,Training
6994,3,Training
6995,4,Training
6996,5,Training
6997,5,Training
6998,3,Training
6999,6,Training
7000,3,Training
7001,4,Training
7002,4,Training
7003,5,Training
7004,4,Training
7005,0,Training
7006,4,Training
7007,3,Training
7008,0,Training
7009,6,Training
7010,6,Training
7011,4,Training
7012,0,Training
7013,3,Training
7014,3,Training
7015,3,Training
7016,0,Training
7017,3,Training
7018,3,Training
7019,4,Training
7020,0,Training
7021,3,Training
7022,4,Training
7023,3,Training
7024,5,Training
7025,5,Training
7026,5,Training
7027,3,Training
7028,2,Training
7029,3,Training
7030,3,Training
7031,4,Training
7032,2,Training
7033,5,Training
7034,2,Training
7035,5,Training
7036,3,Training
7037,3,Training
7038,4,Training
7039,2,Training
7040,4,Training
7041,5,Training
7042,6,Training
7043,5,Training
7044,6,Training
7045,4,Training
7046,3,Training
7047,0,Training
7048,6,Training
7049,2,Training
7050,1,Training
7051,3,Training
7052,2,Training
7053,3,Training
7054,4,Training
7055,6,Training
7056,6,Training
7057,0,Training
7058,0,Training
7059,4,Training
7060,3,Training
7061,5,Training
7062,2,Training
7063,3,Training
7064,2,Training
7065,6,Training
7066,3,Training
7067,0,Training
7068,2,Training
7069,1,Training
7070,5,Training
7071,6,Training
7072,4,Training
7073,6,Training
7074,5,Training
7075,2,Training
7076,5,Training
7077,5,Training
7078,6,Training
7079,3,Training
7080,2,Training
7081,3,Training
7082,4,Training
7083,0,Training
7084,0,Training
7085,4,Training
7086,4,Training
7087,0,Training
7088,2,Training
7089,0,Training
7090,5,Training
7091,0,Training
7092,4,Training
7093,6,Training
7094,0,Training
7095,6,Training
7096,4,Training
7097,0,Training
7098,5,Training
7099,0,Training
7100,6,Training
7101,3,Training
7102,5,Training
7103,2,Training
7104,0,Training
7105,0,Training
7106,4,Training
7107,6,Training
7108,6,Training
7109,1,Training
7110,4,Training
7111,6,Training
7112,2,Training
7113,3,Training
7114,2,Training
7115,3,Training
7116,4,Training
7117,3,Training
7118,2,Training
7119,6,Training
7120,4,Training
7121,3,Training
7122,4,Training
7123,4,Training
7124,3,Training
7125,5,Training
7126,2,Training
7127,4,Training
7128,6,Training
7129,6,Training
7130,2,Training
7131,3,Training
7132,6,Training
7133,6,Training
7134,5,Training
7135,0,Training
7136,3,Training
7137,0,Training
7138,6,Training
7139,3,Training
7140,5,Training
7141,2,Training
7142,3,Training
7143,0,Training
7144,1,Training
7145,2,Training
7146,6,Training
7147,2,Training
7148,3,Training
7149,3,Training
7150,6,Training
7151,2,Training
7152,4,Training
7153,3,Training
7154,5,Training
7155,3,Training
7156,6,Training
7157,6,Training
7158,4,Training
7159,2,Training
7160,3,Training
7161,2,Training
7162,3,Training
7163,3,Training
7164,4,Training
7165,5,Training
7166,4,Training
7167,3,Training
7168,0,Training
7169,4,Training
7170,6,Training
7171,3,Training
7172,3,Training
7173,3,Training
7174,4,Training
7175,0,Training
7176,3,Training
7177,2,Training
7178,0,Training
7179,3,Training
7180,4,Training
7181,0,Training
7182,3,Training
7183,2,Training
7184,3,Training
7185,0,Training
7186,3,Training
7187,3,Training
7188,0,Training
7189,3,Training
7190,2,Training
7191,3,Training
7192,3,Training
7193,1,Training
7194,5,Training
7195,2,Training
7196,4,Training
7197,3,Training
7198,0,Training
7199,6,Training
7200,0,Training
7201,3,Training
7202,3,Training
7203,0,Training
7204,5,Training
7205,5,Training
7206,6,Training
7207,3,Training
7208,4,Training
7209,4,Training
7210,3,Training
7211,3,Training
7212,5,Training
7213,4,Training
7214,2,Training
7215,6,Training
7216,3,Training
7217,0,Training
7218,3,Training
7219,3,Training
7220,0,Training
7221,6,Training
7222,5,Training
7223,0,Training
7224,3,Training
7225,2,Training
7226,4,Training
7227,3,Training
7228,6,Training
7229,4,Training
7230,6,Training
7231,2,Training
7232,3,Training
7233,4,Training
7234,4,Training
7235,3,Training
7236,2,Training
7237,2,Training
7238,4,Training
7239,0,Training
7240,6,Training
7241,4,Training
7242,0,Training
7243,3,Training
7244,2,Training
7245,3,Training
7246,3,Training
7247,6,Training
7248,0,Training
7249,0,Training
7250,4,Training
7251,5,Training
7252,3,Training
7253,4,Training
7254,4,Training
7255,6,Training
7256,2,Training
7257,5,Training
7258,0,Training
7259,6,Training
7260,0,Training
7261,3,Training
7262,0,Training
7263,0,Training
7264,3,Training
7265,4,Training
7266,3,Training
7267,3,Training
7268,0,Training
7269,4,Training
7270,4,Training
7271,2,Training
7272,2,Training
7273,3,Training
7274,6,Training
7275,6,Training
7276,4,Training
7277,6,Training
7278,3,Training
7279,6,Training
7280,3,Training
7281,3,Training
7282,0,Training
7283,4,Training
7284,3,Training
7285,0,Training
7286,2,Training
7287,5,Training
7288,4,Training
7289,4,Training
7290,2,Training
7291,3,Training
7292,0,Training
7293,3,Training
7294,5,Training
7295,6,Training
7296,3,Training
7297,0,Training
7298,6,Training
7299,3,Training
7300,3,Training
7301,0,Training
7302,4,Training
7303,2,Training
7304,0,Training
7305,6,Training
7306,2,Training
7307,4,Training
7308,3,Training
7309,2,Training
7310,5,Training
7311,4,Training
7312,3,Training
7313,6,Training
7314,1,Training
7315,4,Training
7316,5,Training
7317,6,Training
7318,4,Training
7319,5,Training
7320,6,Training
7321,3,Training
7322,4,Training
7323,0,Training
7324,0,Training
7325,6,Training
7326,0,Training
7327,6,Training
7328,2,Training
7329,0,Training
7330,3,Training
7331,3,Training
7332,4,Training
7333,3,Training
7334,3,Training
7335,3,Training
7336,3,Training
7337,2,Training
7338,4,Training
7339,2,Training
7340,4,Training
7341,2,Training
7342,0,Training
7343,2,Training
7344,3,Training
7345,6,Training
7346,3,Training
7347,0,Training
7348,5,Training
7349,6,Training
7350,2,Training
7351,2,Training
7352,0,Training
7353,5,Training
7354,2,Training
7355,2,Training
7356,4,Training
7357,3,Training
7358,3,Training
7359,0,Training
7360,4,Training
7361,0,Training
7362,6,Training
7363,0,Training
7364,0,Training
7365,5,Training
7366,2,Training
7367,3,Training
7368,2,Training
7369,6,Training
7370,3,Training
7371,0,Training
7372,4,Training
7373,5,Training
7374,4,Training
7375,0,Training
7376,4,Training
7377,6,Training
7378,0,Training
7379,4,Training
7380,3,Training
7381,3,Training
7382,5,Training
7383,5,Training
7384,3,Training
7385,2,Training
7386,4,Training
7387,1,Training
7388,3,Training
7389,5,Training
7390,0,Training
7391,0,Training
7392,6,Training
7393,3,Training
7394,2,Training
7395,2,Training
7396,6,Training
7397,4,Training
7398,6,Training
7399,6,Training
7400,6,Training
7401,4,Training
7402,6,Training
7403,6,Training
7404,6,Training
7405,6,Training
7406,1,Training
7407,4,Training
7408,4,Training
7409,6,Training
7410,0,Training
7411,3,Training
7412,3,Training
7413,4,Training
7414,3,Training
7415,6,Training
7416,0,Training
7417,3,Training
7418,0,Training
7419,0,Training
7420,5,Training
7421,2,Training
7422,3,Training
7423,6,Training
7424,6,Training
7425,5,Training
7426,3,Training
7427,2,Training
7428,3,Training
7429,4,Training
7430,2,Training
7431,4,Training
7432,5,Training
7433,2,Training
7434,6,Training
7435,5,Training
7436,6,Training
7437,4,Training
7438,3,Training
7439,5,Training
7440,4,Training
7441,4,Training
7442,3,Training
7443,3,Training
7444,6,Training
7445,3,Training
7446,3,Training
7447,3,Training
7448,6,Training
7449,6,Training
7450,2,Training
7451,5,Training
7452,2,Training
7453,3,Training
7454,4,Training
7455,5,Training
7456,1,Training
7457,6,Training
7458,0,Training
7459,3,Training
7460,5,Training
7461,4,Training
7462,5,Training
7463,6,Training
7464,3,Training
7465,2,Training
7466,0,Training
7467,6,Training
7468,3,Training
7469,1,Training
7470,3,Training
7471,6,Training
7472,0,Training
7473,4,Training
7474,4,Training
7475,6,Training
7476,4,Training
7477,5,Training
7478,4,Training
7479,2,Training
7480,4,Training
7481,5,Training
7482,3,Training
7483,0,Training
7484,5,Training
7485,0,Training
7486,5,Training
7487,6,Training
7488,0,Training
7489,3,Training
7490,0,Training
7491,6,Training
7492,0,Training
7493,0,Training
7494,2,Training
7495,6,Training
7496,6,Training
7497,0,Training
7498,5,Training
7499,6,Training
7500,3,Training
7501,4,Training
7502,3,Training
7503,4,Training
7504,1,Training
7505,0,Training
7506,4,Training
7507,3,Training
7508,6,Training
7509,0,Training
7510,0,Training
7511,2,Training
7512,3,Training
7513,5,Training
7514,2,Training
7515,0,Training
7516,6,Training
7517,6,Training
7518,2,Training
7519,3,Training
7520,6,Training
7521,2,Training
7522,2,Training
7523,3,Training
7524,3,Training
7525,0,Training
7526,6,Training
7527,3,Training
7528,2,Training
7529,6,Training
7530,0,Training
7531,6,Training
7532,3,Training
7533,3,Training
7534,0,Training
7535,4,Training
7536,4,Training
7537,4,Training
7538,3,Training
7539,6,Training
7540,0,Training
7541,3,Training
7542,2,Training
7543,2,Training
7544,5,Training
7545,4,Training
7546,0,Training
7547,4,Training
7548,3,Training
7549,3,Training
7550,2,Training
7551,0,Training
7552,6,Training
7553,0,Training
7554,3,Training
7555,4,Training
7556,3,Training
7557,4,Training
7558,2,Training
7559,2,Training
7560,0,Training
7561,3,Training
7562,3,Training
7563,5,Training
7564,4,Training
7565,4,Training
7566,4,Training
7567,4,Training
7568,4,Training
7569,3,Training
7570,4,Training
7571,5,Training
7572,6,Training
7573,0,Training
7574,3,Training
7575,2,Training
7576,6,Training
7577,4,Training
7578,3,Training
7579,0,Training
7580,4,Training
7581,2,Training
7582,0,Training
7583,5,Training
7584,3,Training
7585,0,Training
7586,3,Training
7587,4,Training
7588,0,Training
7589,6,Training
7590,0,Training
7591,3,Training
7592,2,Training
7593,1,Training
7594,2,Training
7595,4,Training
7596,5,Training
7597,3,Training
7598,1,Training
7599,3,Training
7600,6,Training
7601,5,Training
7602,2,Training
7603,4,Training
7604,3,Training
7605,3,Training
7606,2,Training
7607,6,Training
7608,6,Training
7609,6,Training
7610,3,Training
7611,5,Training
7612,6,Training
7613,4,Training
7614,3,Training
7615,2,Training
7616,3,Training
7617,3,Training
7618,2,Training
7619,4,Training
7620,4,Training
7621,0,Training
7622,3,Training
7623,3,Training
7624,4,Training
7625,6,Training
7626,5,Training
7627,5,Training
7628,3,Training
7629,6,Training
7630,3,Training
7631,6,Training
7632,6,Training
7633,2,Training
7634,3,Training
7635,3,Training
7636,2,Training
7637,0,Training
7638,0,Training
7639,2,Training
7640,4,Training
7641,5,Training
7642,2,Training
7643,4,Training
7644,6,Training
7645,6,Training
7646,4,Training
7647,2,Training
7648,4,Training
7649,4,Training
7650,3,Training
7651,6,Training
7652,0,Training
7653,5,Training
7654,4,Training
7655,2,Training
7656,0,Training
7657,0,Training
7658,3,Training
7659,2,Training
7660,3,Training
7661,6,Training
7662,3,Training
7663,4,Training
7664,6,Training
7665,3,Training
7666,4,Training
7667,3,Training
7668,6,Training
7669,0,Training
7670,0,Training
7671,3,Training
7672,4,Training
7673,3,Training
7674,0,Training
7675,3,Training
7676,4,Training
7677,3,Training
7678,2,Training
7679,2,Training
7680,4,Training
7681,3,Training
7682,2,Training
7683,3,Training
7684,5,Training
7685,2,Training
7686,3,Training
7687,6,Training
7688,4,Training
7689,0,Training
7690,5,Training
7691,4,Training
7692,2,Training
7693,3,Training
7694,0,Training
7695,6,Training
7696,6,Training
7697,6,Training
7698,4,Training
7699,5,Training
7700,5,Training
7701,3,Training
7702,6,Training
7703,3,Training
7704,3,Training
7705,1,Training
7706,4,Training
7707,3,Training
7708,3,Training
7709,5,Training
7710,6,Training
7711,4,Training
7712,0,Training
7713,3,Training
7714,3,Training
7715,4,Training
7716,3,Training
7717,5,Training
7718,6,Training
7719,2,Training
7720,2,Training
7721,2,Training
7722,2,Training
7723,4,Training
7724,3,Training
7725,4,Training
7726,6,Training
7727,5,Training
7728,6,Training
7729,6,Training
7730,0,Training
7731,4,Training
7732,3,Training
7733,0,Training
7734,1,Training
7735,2,Training
7736,5,Training
7737,5,Training
7738,3,Training
7739,6,Training
7740,3,Training
7741,3,Training
7742,4,Training
7743,4,Training
7744,3,Training
7745,2,Training
7746,6,Training
7747,2,Training
7748,4,Training
7749,2,Training
7750,2,Training
7751,3,Training
7752,4,Training
7753,0,Training
7754,3,Training
7755,6,Training
7756,6,Training
7757,2,Training
7758,3,Training
7759,6,Training
7760,5,Training
7761,4,Training
7762,5,Training
7763,3,Training
7764,3,Training
7765,2,Training
7766,6,Training
7767,2,Training
7768,2,Training
7769,3,Training
7770,6,Training
7771,4,Training
7772,3,Training
7773,6,Training
7774,6,Training
7775,5,Training
7776,6,Training
7777,4,Training
7778,0,Training
7779,0,Training
7780,0,Training
7781,5,Training
7782,4,Training
7783,4,Training
7784,3,Training
7785,2,Training
7786,3,Training
7787,2,Training
7788,2,Training
7789,6,Training
7790,6,Training
7791,0,Training
7792,4,Training
7793,4,Training
7794,0,Training
7795,4,Training
7796,4,Training
7797,0,Training
7798,0,Training
7799,0,Training
7800,3,Training
7801,3,Training
7802,3,Training
7803,4,Training
7804,6,Training
7805,3,Training
7806,2,Training
7807,4,Training
7808,0,Training
7809,3,Training
7810,5,Training
7811,5,Training
7812,0,Training
7813,6,Training
7814,3,Training
7815,6,Training
7816,3,Training
7817,2,Training
7818,3,Training
7819,0,Training
7820,2,Training
7821,2,Training
7822,3,Training
7823,4,Training
7824,6,Training
7825,2,Training
7826,4,Training
7827,0,Training
7828,3,Training
7829,2,Training
7830,3,Training
7831,5,Training
7832,6,Training
7833,4,Training
7834,0,Training
7835,6,Training
7836,1,Training
7837,5,Training
7838,1,Training
7839,0,Training
7840,4,Training
7841,2,Training
7842,5,Training
7843,6,Training
7844,2,Training
7845,5,Training
7846,3,Training
7847,2,Training
